"ProvRoute","Year","Ponds"
"79211",1983,103
"79211",1984,41.6
"79211",1985,145.6
"79211",1986,119.8
"79211",1987,87.6
"79211",1988,50.8
"79211",1989,13.4
"79211",1990,114.2
"79211",1991,92
"79211",1992,91.2
"79211",1993,56.4
"79211",1994,59
"79211",1995,82
"79211",1996,150.8
"79211",1997,159.4
"79211",1998,114
"79211",1999,84.2
"79211",2000,103.6
"79211",2001,189.8
"79211",2002,34.8
"79211",2003,48.8
"79211",2004,71
"79211",2005,182
"79211",2006,184.4
"79211",2007,121.6
"79211",2008,93.6
"79211",2009,169
"79211",2010,167.8
"79211",2011,171.4
"79211",2012,215.4
"79211",2013,119.2
"79211",2014,117.8
"79211",2015,132.8
"79211",2016,96.4
"79211",2017,97.8
"79211",2018,63.6
"79211",2019,48.8
"79211",2022,108.4
"45009",1969,24
"45009",1970,42.3333333333333
"45009",1971,50
"45009",1972,23.6666666666667
"45009",1973,7
"45009",1974,50.6666666666667
"45009",1975,30.6666666666667
"45009",1976,83.6666666666667
"45009",1977,17
"45009",1978,41.6666666666667
"45009",1979,60.3333333333333
"45009",1980,9
"45009",1981,6.66666666666667
"45009",1982,21
"45009",1983,35
"45009",1984,15.3333333333333
"45009",1985,21.6666666666667
"45009",1986,71
"45009",1987,32
"45009",1988,7
"45009",1989,11.6666666666667
"45009",1990,10.3333333333333
"45009",1991,21.6666666666667
"45009",1992,26
"45009",1993,11.6666666666667
"45009",1994,10
"45009",1995,48.6666666666667
"45009",1996,55.6666666666667
"45009",1997,47
"45009",1998,28
"45009",1999,40.6666666666667
"45009",2000,35.3333333333333
"45009",2001,50
"45009",2002,4.33333333333333
"45009",2003,10.6666666666667
"45009",2004,35.3333333333333
"45009",2005,48.6666666666667
"45009",2006,71.3333333333333
"45009",2007,23.6666666666667
"45009",2008,17.6666666666667
"45009",2009,48
"45009",2010,49
"45009",2011,78
"45009",2012,44.3333333333333
"45009",2013,31.3333333333333
"45009",2014,73.6666666666667
"45009",2015,53.3333333333333
"45009",2016,12.6666666666667
"45009",2017,37.3333333333333
"45009",2018,13
"45009",2019,12
"45009",2022,42
"79210",1969,32
"79210",1970,68.3333333333333
"79210",1971,84
"79210",1972,89.6666666666667
"79210",1973,12.3333333333333
"79210",1974,130
"79210",1975,65
"79210",1976,91.3333333333333
"79210",1977,50.6666666666667
"79210",1978,131.333333333333
"79210",1979,93.3333333333333
"79210",1980,28
"79210",1981,13
"79210",1982,18.6666666666667
"79210",1983,84.6666666666667
"79210",1984,32
"79210",1985,82
"79210",1986,100.333333333333
"79210",1987,65.6666666666667
"79210",1988,51.6666666666667
"79210",1989,14
"79210",1990,88.6666666666667
"79210",1991,69.6666666666667
"79210",1992,58
"79210",1993,39.3333333333333
"79210",1994,35
"79210",1995,59.6666666666667
"79210",1996,115.666666666667
"79210",1997,123.666666666667
"79210",1998,58.6666666666667
"79210",1999,48
"79210",2000,57.6666666666667
"79210",2001,157.333333333333
"79210",2002,25.3333333333333
"79210",2003,30
"79210",2004,48.6666666666667
"79210",2005,128
"79210",2006,148
"79210",2007,80.3333333333333
"79210",2008,65.6666666666667
"79210",2009,136
"79210",2010,98
"79210",2011,139
"79210",2012,174.666666666667
"79210",2013,70.3333333333333
"79210",2014,79
"79210",2015,81.6666666666667
"79210",2016,48.3333333333333
"79210",2017,64.5
"79210",2018,41.6666666666667
"79210",2019,36.6666666666667
"79210",2022,79
"4430",1969,NA
"4430",1970,NA
"4430",1971,NA
"4430",1972,NA
"4430",1973,NA
"4430",1974,NA
"4430",1975,NA
"4430",1976,NA
"4430",1977,NA
"4430",1978,NA
"4430",1979,NA
"4430",1980,NA
"4430",1981,NA
"4430",1982,NA
"4430",1983,NA
"4430",1984,NA
"4430",1985,NA
"4430",1986,NA
"4430",1987,NA
"4430",1988,NA
"4430",1989,NA
"4430",1990,NA
"4430",1991,NA
"4430",1992,NA
"4430",1993,NA
"4430",1994,NA
"4430",1995,NA
"4430",1996,NA
"4430",1997,NA
"4430",1998,NA
"4430",1999,NA
"4430",2000,NA
"4430",2001,NA
"4430",2002,NA
"4430",2003,NA
"4430",2004,NA
"4430",2005,NA
"4430",2006,NA
"4430",2007,NA
"4430",2008,NA
"4430",2009,NA
"4430",2010,NA
"4430",2011,NA
"4430",2012,NA
"4430",2013,NA
"4430",2014,NA
"4430",2015,NA
"4430",2016,NA
"4430",2017,NA
"4430",2018,NA
"4430",2019,NA
"4430",2022,NA
"4019",1969,61.5
"4019",1970,71
"4019",1971,45
"4019",1972,24.5
"4019",1973,23
"4019",1974,89
"4019",1975,32.5
"4019",1976,20
"4019",1977,12.5
"4019",1978,13
"4019",1979,27.5
"4019",1980,19.5
"4019",1981,10
"4019",1982,19
"4019",1983,18.5
"4019",1984,22.5
"4019",1985,97.5
"4019",1986,23.5
"4019",1987,29
"4019",1988,8
"4019",1989,19.5
"4019",1990,50
"4019",1991,28
"4019",1992,29
"4019",1993,36
"4019",1994,51.5
"4019",1995,17
"4019",1996,36.5
"4019",1997,38.5
"4019",1998,9.5
"4019",1999,14
"4019",2000,24.5
"4019",2001,9.5
"4019",2002,6.5
"4019",2003,19.5
"4019",2004,8.5
"4019",2005,38
"4019",2006,64
"4019",2007,39.5
"4019",2008,16
"4019",2009,9
"4019",2010,14.5
"4019",2011,56.5
"4019",2012,20.5
"4019",2013,72
"4019",2014,38
"4019",2015,40
"4019",2016,25.5
"4019",2017,28.5
"4019",2018,42.5
"4019",2019,23.5
"4019",2022,15.5
"45011",1969,113.75
"45011",1970,246.75
"45011",1971,191
"45011",1972,145.75
"45011",1973,52.25
"45011",1974,229
"45011",1975,193
"45011",1976,229.75
"45011",1977,64.75
"45011",1978,127
"45011",1979,231.75
"45011",1980,29.25
"45011",1981,11.25
"45011",1982,48.5
"45011",1983,167.25
"45011",1984,58.75
"45011",1985,74.5
"45011",1986,142.5
"45011",1987,83
"45011",1988,15.5
"45011",1989,16.25
"45011",1990,16.25
"45011",1991,49
"45011",1992,79.75
"45011",1993,15.75
"45011",1994,51
"45011",1995,111.5
"45011",1996,244.5
"45011",1997,162.5
"45011",1998,104.666666666667
"45011",1999,137.5
"45011",2000,122.25
"45011",2001,187.75
"45011",2002,6
"45011",2003,103.25
"45011",2004,121.5
"45011",2005,187.5
"45011",2006,161.25
"45011",2007,103.5
"45011",2008,31.5
"45011",2009,195.5
"45011",2010,128
"45011",2011,210.75
"45011",2012,184.25
"45011",2013,145.75
"45011",2014,277.5
"45011",2015,216.25
"45011",2016,77.25
"45011",2017,132.75
"45011",2018,65.5
"45011",2019,52
"45011",2022,125
"4018",1969,41.5
"4018",1970,40
"4018",1971,33
"4018",1972,39.5
"4018",1973,28.5
"4018",1974,71.5
"4018",1975,23
"4018",1976,32.5
"4018",1977,28
"4018",1978,24
"4018",1979,24
"4018",1980,21
"4018",1981,20.5
"4018",1982,31.5
"4018",1983,27
"4018",1984,28
"4018",1985,54
"4018",1986,35.5
"4018",1987,53.5
"4018",1988,21
"4018",1989,24.5
"4018",1990,48
"4018",1991,34.5
"4018",1992,32
"4018",1993,37.5
"4018",1994,47
"4018",1995,28.5
"4018",1996,35
"4018",1997,41.5
"4018",1998,22.5
"4018",1999,25
"4018",2000,32
"4018",2001,21
"4018",2002,13.5
"4018",2003,28
"4018",2004,14
"4018",2005,60.5
"4018",2006,65
"4018",2007,42
"4018",2008,26.5
"4018",2009,22
"4018",2010,16
"4018",2011,45.5
"4018",2012,20
"4018",2013,46
"4018",2014,38
"4018",2015,38.5
"4018",2016,30.5
"4018",2017,48
"4018",2018,42
"4018",2019,40.5
"4018",2022,31
"79204",1969,35.3333333333333
"79204",1970,74
"79204",1971,50
"79204",1972,37.6666666666667
"79204",1973,19.6666666666667
"79204",1974,67
"79204",1975,74.6666666666667
"79204",1976,40.6666666666667
"79204",1977,30.3333333333333
"79204",1978,48
"79204",1979,63.6666666666667
"79204",1980,22
"79204",1981,18.3333333333333
"79204",1982,47
"79204",1983,55
"79204",1984,36
"79204",1985,40
"79204",1986,75
"79204",1987,25
"79204",1988,21.3333333333333
"79204",1989,30
"79204",1990,23.3333333333333
"79204",1991,60.3333333333333
"79204",1992,28.6666666666667
"79204",1993,25.6666666666667
"79204",1994,53
"79204",1995,34.3333333333333
"79204",1996,83
"79204",1997,83.3333333333333
"79204",1998,44.3333333333333
"79204",1999,64
"79204",2000,29
"79204",2001,61.3333333333333
"79204",2002,38.3333333333333
"79204",2003,95.6666666666667
"79204",2004,51.3333333333333
"79204",2005,50.3333333333333
"79204",2006,44.3333333333333
"79204",2007,38.6666666666667
"79204",2008,18
"79204",2009,90
"79204",2010,118.666666666667
"79204",2011,96
"79204",2012,73.3333333333333
"79204",2013,62
"79204",2014,57.6666666666667
"79204",2015,38
"79204",2016,26
"79204",2017,37.3333333333333
"79204",2018,32.3333333333333
"79204",2019,42.6666666666667
"79204",2022,49
"4421",1969,54
"4421",1970,55.5
"4421",1971,59
"4421",1972,87
"4421",1973,64
"4421",1974,119
"4421",1975,38
"4421",1976,39.5
"4421",1977,24.5
"4421",1978,35.5
"4421",1979,53.5
"4421",1980,47
"4421",1981,55.5
"4421",1982,51.5
"4421",1983,57
"4421",1984,42.5
"4421",1985,97
"4421",1986,69
"4421",1987,73.5
"4421",1988,23.5
"4421",1989,37.5
"4421",1990,109.5
"4421",1991,67.5
"4421",1992,44.5
"4421",1993,49
"4421",1994,68.5
"4421",1995,62
"4421",1996,69
"4421",1997,55.5
"4421",1998,36.5
"4421",1999,34.5
"4421",2000,65
"4421",2001,30.5
"4421",2002,46
"4421",2003,85.5
"4421",2004,25.5
"4421",2005,84
"4421",2006,79.5
"4421",2007,105.5
"4421",2008,53.5
"4421",2009,32
"4421",2010,27
"4421",2011,64.5
"4421",2012,40
"4421",2013,68.5
"4421",2014,88.5
"4421",2015,65.5
"4421",2016,54
"4421",2017,64.5
"4421",2018,61.5
"4421",2019,64.5
"4421",2022,37
"79229",1969,78.5
"79229",1970,57.5
"79229",1971,65.5
"79229",1972,114
"79229",1973,56.5
"79229",1974,150
"79229",1975,182
"79229",1976,78.5
"79229",1977,50
"79229",1978,64
"79229",1979,146.5
"79229",1980,39.5
"79229",1981,30
"79229",1982,81.5
"79229",1983,118
"79229",1984,114
"79229",1985,132.5
"79229",1986,72
"79229",1987,36.5
"79229",1988,83
"79229",1989,21
"79229",1990,45
"79229",1991,37
"79229",1992,66.5
"79229",1993,31.5
"79229",1994,66
"79229",1995,126
"79229",1996,120
"79229",1997,106.5
"79229",1998,77
"79229",1999,59.5
"79229",2000,40.5
"79229",2001,41
"79229",2002,13.5
"79229",2003,42
"79229",2004,54
"79229",2005,77
"79229",2006,134.5
"79229",2007,188.5
"79229",2008,69
"79229",2009,74.5
"79229",2010,93.5
"79229",2011,117.5
"79229",2012,64
"79229",2013,79.5
"79229",2014,71.5
"79229",2015,56
"79229",2016,53
"79229",2017,62
"79229",2018,53
"79229",2019,35
"79229",2022,75
"79230",1969,70
"79230",1970,236.5
"79230",1971,75.5
"79230",1972,157
"79230",1973,60.5
"79230",1974,171
"79230",1975,105
"79230",1976,41
"79230",1977,23
"79230",1978,26.5
"79230",1979,115
"79230",1980,29.5
"79230",1981,18.5
"79230",1982,39
"79230",1983,86.5
"79230",1984,47.5
"79230",1985,101
"79230",1986,34.5
"79230",1987,26.5
"79230",1988,53.5
"79230",1989,17.5
"79230",1990,21.5
"79230",1991,27.5
"79230",1992,43
"79230",1993,22
"79230",1994,52
"79230",1995,91
"79230",1996,85
"79230",1997,45.5
"79230",1998,34
"79230",1999,28
"79230",2000,15
"79230",2001,17.5
"79230",2002,11.5
"79230",2003,25
"79230",2004,25.5
"79230",2005,33
"79230",2006,88.5
"79230",2007,127
"79230",2008,28.5
"79230",2009,28
"79230",2010,162
"79230",2011,48.5
"79230",2012,31.5
"79230",2013,34.5
"79230",2014,24.5
"79230",2015,17.5
"79230",2016,13.5
"79230",2017,20
"79230",2018,15.5
"79230",2019,9.5
"79230",2022,22
"79225",1969,23.6666666666667
"79225",1970,25.6666666666667
"79225",1971,14
"79225",1972,14.3333333333333
"79225",1973,8.33333333333333
"79225",1974,19.6666666666667
"79225",1975,29
"79225",1976,18
"79225",1977,12.3333333333333
"79225",1978,10.3333333333333
"79225",1979,31.3333333333333
"79225",1980,9.66666666666667
"79225",1981,4
"79225",1982,12.6666666666667
"79225",1983,28.3333333333333
"79225",1984,10
"79225",1985,39
"79225",1986,13.3333333333333
"79225",1987,9.33333333333333
"79225",1988,10
"79225",1989,4.33333333333333
"79225",1990,6
"79225",1991,6.66666666666667
"79225",1992,18
"79225",1993,13
"79225",1994,38.6666666666667
"79225",1995,12
"79225",1996,30
"79225",1997,38.6666666666667
"79225",1998,6
"79225",1999,28.6666666666667
"79225",2000,13
"79225",2001,8.66666666666667
"79225",2002,3
"79225",2003,12
"79225",2004,9
"79225",2005,32
"79225",2006,43.3333333333333
"79225",2007,36
"79225",2008,14.6666666666667
"79225",2009,22
"79225",2010,10
"79225",2011,37.6666666666667
"79225",2012,41
"79225",2013,46.3333333333333
"79225",2014,34.3333333333333
"79225",2015,23
"79225",2016,18
"79225",2017,22.3333333333333
"79225",2018,19
"79225",2019,10.3333333333333
"79225",2022,5
"45309",1969,50.1428571428571
"45309",1970,62.7142857142857
"45309",1971,72.5714285714286
"45309",1972,48.2857142857143
"45309",1973,25.1428571428571
"45309",1974,75.1428571428571
"45309",1975,63.5714285714286
"45309",1976,86.5714285714286
"45309",1977,24.8571428571429
"45309",1978,51.5714285714286
"45309",1979,59.5714285714286
"45309",1980,21.5714285714286
"45309",1981,18.7142857142857
"45309",1982,28
"45309",1983,61.7142857142857
"45309",1984,36.4285714285714
"45309",1985,40.7142857142857
"45309",1986,77
"45309",1987,54.8571428571429
"45309",1988,13.4285714285714
"45309",1989,23.2857142857143
"45309",1990,13.4285714285714
"45309",1991,24.4285714285714
"45309",1992,40.5714285714286
"45309",1993,31
"45309",1994,37.8571428571429
"45309",1995,56.2857142857143
"45309",1996,68.4285714285714
"45309",1997,71.4285714285714
"45309",1998,69.2857142857143
"45309",1999,45
"45309",2000,44.2857142857143
"45309",2001,68.1428571428571
"45309",2002,19.7142857142857
"45309",2003,37.1428571428571
"45309",2004,70.2857142857143
"45309",2005,61.7142857142857
"45309",2006,100.142857142857
"45309",2007,40.4285714285714
"45309",2008,24.4285714285714
"45309",2009,73.7142857142857
"45309",2010,56.4285714285714
"45309",2011,73.2857142857143
"45309",2012,46.8571428571429
"45309",2013,56
"45309",2014,64.4285714285714
"45309",2015,45.1428571428571
"45309",2016,30.8571428571429
"45309",2017,39.5714285714286
"45309",2018,30.5714285714286
"45309",2019,25.1428571428571
"45309",2022,54.1428571428571
"4928",1969,55
"4928",1970,44
"4928",1971,35.5
"4928",1972,61.5
"4928",1973,46
"4928",1974,91.5
"4928",1975,22.6666666666667
"4928",1976,23.6666666666667
"4928",1977,32.6666666666667
"4928",1978,23
"4928",1979,34.3333333333333
"4928",1980,30.3333333333333
"4928",1981,45.3333333333333
"4928",1982,53.6666666666667
"4928",1983,40
"4928",1984,50.3333333333333
"4928",1985,55
"4928",1986,37.6666666666667
"4928",1987,32
"4928",1988,28
"4928",1989,38
"4928",1990,57
"4928",1991,39.6666666666667
"4928",1992,42.3333333333333
"4928",1993,40.3333333333333
"4928",1994,29.6666666666667
"4928",1995,47
"4928",1996,63.6666666666667
"4928",1997,100.666666666667
"4928",1998,74.3333333333333
"4928",1999,52.3333333333333
"4928",2000,28
"4928",2001,13.6666666666667
"4928",2002,27.6666666666667
"4928",2003,33.6666666666667
"4928",2004,29
"4928",2005,72.3333333333333
"4928",2006,53.3333333333333
"4928",2007,24
"4928",2008,34.6666666666667
"4928",2009,18.6666666666667
"4928",2010,11.3333333333333
"4928",2011,33
"4928",2012,16.6666666666667
"4928",2013,61.3333333333333
"4928",2014,47.3333333333333
"4928",2015,33.3333333333333
"4928",2016,25
"4928",2017,75.6666666666667
"4928",2018,53.6666666666667
"4928",2019,46
"4928",2022,61.3333333333333
"79227",1969,43.3333333333333
"79227",1970,48.3333333333333
"79227",1971,40
"79227",1972,24.1666666666667
"79227",1973,21.5
"79227",1974,44.6666666666667
"79227",1975,50.8333333333333
"79227",1976,31.3333333333333
"79227",1977,8.5
"79227",1978,31.6666666666667
"79227",1979,24.6666666666667
"79227",1980,8.16666666666667
"79227",1981,7.33333333333333
"79227",1982,18.8333333333333
"79227",1983,32.8333333333333
"79227",1984,16.5
"79227",1985,57.5
"79227",1986,20.5
"79227",1987,9.66666666666667
"79227",1988,8.66666666666667
"79227",1989,10.3333333333333
"79227",1990,7.83333333333333
"79227",1991,18
"79227",1992,18.5
"79227",1993,26.6666666666667
"79227",1994,58.5
"79227",1995,9.16666666666667
"79227",1996,69.5
"79227",1997,68.1666666666667
"79227",1998,5.5
"79227",1999,54
"79227",2000,11.1666666666667
"79227",2001,6.33333333333333
"79227",2002,3.66666666666667
"79227",2003,22.1666666666667
"79227",2004,4.66666666666667
"79227",2005,43
"79227",2006,66.8333333333333
"79227",2007,50.6666666666667
"79227",2008,24.3333333333333
"79227",2009,11
"79227",2010,8.33333333333333
"79227",2011,48.6666666666667
"79227",2012,52
"79227",2013,64.8333333333333
"79227",2014,35.3333333333333
"79227",2015,32.3333333333333
"79227",2016,13
"79227",2017,24.5
"79227",2018,37.8333333333333
"79227",2019,18
"79227",2022,9.16666666666667
"45311",1969,76.75
"45311",1970,186
"45311",1971,116.75
"45311",1972,91.25
"45311",1973,36.5
"45311",1974,165.75
"45311",1975,125.5
"45311",1976,195.5
"45311",1977,37.75
"45311",1978,50.75
"45311",1979,122.75
"45311",1980,16.5
"45311",1981,9.5
"45311",1982,30.25
"45311",1983,88.5
"45311",1984,37
"45311",1985,28.5
"45311",1986,73.75
"45311",1987,50.75
"45311",1988,8.75
"45311",1989,17.25
"45311",1990,8
"45311",1991,17.75
"45311",1992,45
"45311",1993,10
"45311",1994,20.25
"45311",1995,70.75
"45311",1996,167.25
"45311",1997,102.5
"45311",1998,60.75
"45311",1999,103
"45311",2000,56
"45311",2001,108.75
"45311",2002,14
"45311",2003,80.25
"45311",2004,63
"45311",2005,96.75
"45311",2006,95
"45311",2007,56.75
"45311",2008,12.25
"45311",2009,110.25
"45311",2010,80.5
"45311",2011,173.75
"45311",2012,126
"45311",2013,99
"45311",2014,217.25
"45311",2015,166.5
"45311",2016,40.75
"45311",2017,87.75
"45311",2018,35.75
"45311",2019,24.75
"45311",2022,104.25
"79221",1969,66
"79221",1970,165.666666666667
"79221",1971,216.333333333333
"79221",1972,124
"79221",1973,70.6666666666667
"79221",1974,205
"79221",1975,111.666666666667
"79221",1976,76.3333333333333
"79221",1977,128.666666666667
"79221",1978,194.666666666667
"79221",1979,116.666666666667
"79221",1980,74.6666666666667
"79221",1981,31
"79221",1982,45.6666666666667
"79221",1983,109.666666666667
"79221",1984,95.3333333333333
"79221",1985,170
"79221",1986,132.666666666667
"79221",1987,79.3333333333333
"79221",1988,46
"79221",1989,12.6666666666667
"79221",1990,103
"79221",1991,116.333333333333
"79221",1992,60.3333333333333
"79221",1993,57.6666666666667
"79221",1994,90.3333333333333
"79221",1995,97.6666666666667
"79221",1996,147.666666666667
"79221",1997,145.666666666667
"79221",1998,156.333333333333
"79221",1999,93.6666666666667
"79221",2000,122.666666666667
"79221",2001,178
"79221",2002,47
"79221",2003,55.3333333333333
"79221",2004,153.333333333333
"79221",2005,306.666666666667
"79221",2006,210.333333333333
"79221",2007,90.6666666666667
"79221",2008,159.666666666667
"79221",2009,216.666666666667
"79221",2010,264.666666666667
"79221",2011,149.333333333333
"79221",2012,231.333333333333
"79221",2013,92
"79221",2014,132.333333333333
"79221",2015,149.666666666667
"79221",2016,127.333333333333
"79221",2017,80.3333333333333
"79221",2018,95.6666666666667
"79221",2019,55.3333333333333
"79221",2022,163
"45305",1969,18
"45305",1970,28.5
"45305",1971,31.5
"45305",1972,28.5
"45305",1973,8.5
"45305",1974,24.5
"45305",1975,12
"45305",1976,16
"45305",1977,13.5
"45305",1978,19
"45305",1979,38.5
"45305",1980,7.5
"45305",1981,3
"45305",1982,7.5
"45305",1983,9
"45305",1984,7.5
"45305",1985,9
"45305",1986,29.5
"45305",1987,22.5
"45305",1988,7
"45305",1989,3
"45305",1990,5.5
"45305",1991,17
"45305",1992,15.5
"45305",1993,34
"45305",1994,10.5
"45305",1995,21
"45305",1996,46
"45305",1997,65
"45305",1998,22.5
"45305",1999,7.5
"45305",2000,8.5
"45305",2001,144.5
"45305",2002,16.5
"45305",2003,8.5
"45305",2004,13
"45305",2005,26
"45305",2006,68
"45305",2007,13
"45305",2008,12
"45305",2009,52
"45305",2010,63
"45305",2011,66.5
"45305",2012,10
"45305",2013,18.5
"45305",2014,19
"45305",2015,18.5
"45305",2016,16
"45305",2017,14.5
"45305",2018,7.5
"45305",2019,9.5
"45305",2022,24.5
"45026",1969,20
"45026",1970,41.5
"45026",1971,50
"45026",1972,42
"45026",1973,18
"45026",1974,47
"45026",1975,48
"45026",1976,51
"45026",1977,31.5
"45026",1978,58.5
"45026",1979,35
"45026",1980,18.5
"45026",1981,8.5
"45026",1982,10
"45026",1983,54.5
"45026",1984,28.5
"45026",1985,101.5
"45026",1986,50.5
"45026",1987,37.5
"45026",1988,71
"45026",1989,14
"45026",1990,80
"45026",1991,41
"45026",1992,53.5
"45026",1993,33.5
"45026",1994,38
"45026",1995,52
"45026",1996,96
"45026",1997,97
"45026",1998,44.5
"45026",1999,37
"45026",2000,47
"45026",2001,95
"45026",2002,16
"45026",2003,14
"45026",2004,62.5
"45026",2005,74
"45026",2006,137
"45026",2007,74.5
"45026",2008,94.5
"45026",2009,135.5
"45026",2010,89
"45026",2011,100
"45026",2012,97.5
"45026",2013,53
"45026",2014,85
"45026",2015,69
"45026",2016,52
"45026",2017,54.5
"45026",2018,41.5
"45026",2019,35.5
"45026",2022,85.5
"45307",1969,31.3333333333333
"45307",1970,43.6666666666667
"45307",1971,63.6666666666667
"45307",1972,42
"45307",1973,16.3333333333333
"45307",1974,61.6666666666667
"45307",1975,40.3333333333333
"45307",1976,47.3333333333333
"45307",1977,26
"45307",1978,43
"45307",1979,47.3333333333333
"45307",1980,15.3333333333333
"45307",1981,12.3333333333333
"45307",1982,18.3333333333333
"45307",1983,36
"45307",1984,21
"45307",1985,20
"45307",1986,45.3333333333333
"45307",1987,38.6666666666667
"45307",1988,11.3333333333333
"45307",1989,17.6666666666667
"45307",1990,18
"45307",1991,29
"45307",1992,23
"45307",1993,22
"45307",1994,27.3333333333333
"45307",1995,46
"45307",1996,51.6666666666667
"45307",1997,40
"45307",1998,42.3333333333333
"45307",1999,26.3333333333333
"45307",2000,28.3333333333333
"45307",2001,44.3333333333333
"45307",2002,0
"45307",2003,19.3333333333333
"45307",2004,42
"45307",2005,56.6666666666667
"45307",2006,78.3333333333333
"45307",2007,31.3333333333333
"45307",2008,24.3333333333333
"45307",2009,45.6666666666667
"45307",2010,31
"45307",2011,48
"45307",2012,28.6666666666667
"45307",2013,40.6666666666667
"45307",2014,47
"45307",2015,33
"45307",2016,19
"45307",2017,25.6666666666667
"45307",2018,16.6666666666667
"45307",2019,19.3333333333333
"45307",2022,35.6666666666667
"79222",1969,NA
"79222",1970,NA
"79222",1971,NA
"79222",1972,NA
"79222",1973,NA
"79222",1974,NA
"79222",1975,NA
"79222",1976,NA
"79222",1977,NA
"79222",1978,NA
"79222",1979,NA
"79222",1980,NA
"79222",1981,NA
"79222",1982,NA
"79222",1983,NA
"79222",1984,NA
"79222",1985,NA
"79222",1986,NA
"79222",1987,NA
"79222",1988,NA
"79222",1989,NA
"79222",1990,NA
"79222",1991,NA
"79222",1992,NA
"79222",1993,NA
"79222",1994,NA
"79222",1995,NA
"79222",1996,NA
"79222",1997,NA
"79222",1998,NA
"79222",1999,NA
"79222",2000,NA
"79222",2001,NA
"79222",2002,NA
"79222",2003,NA
"79222",2004,NA
"79222",2005,NA
"79222",2006,NA
"79222",2007,NA
"79222",2008,NA
"79222",2009,NA
"79222",2010,NA
"79222",2011,NA
"79222",2012,NA
"79222",2013,NA
"79222",2014,NA
"79222",2015,NA
"79222",2016,NA
"79222",2017,NA
"79222",2018,NA
"79222",2019,NA
"79222",2022,NA
"79217",1969,40.75
"79217",1970,44.5
"79217",1971,38
"79217",1972,14.25
"79217",1973,19
"79217",1974,32.25
"79217",1975,42.25
"79217",1976,30
"79217",1977,7.25
"79217",1978,31.25
"79217",1979,28.25
"79217",1980,10.25
"79217",1981,5.25
"79217",1982,30.25
"79217",1983,43.75
"79217",1984,17.5
"79217",1985,52.75
"79217",1986,18.25
"79217",1987,25.5
"79217",1988,6.75
"79217",1989,6.5
"79217",1990,18.5
"79217",1991,16.75
"79217",1992,5.5
"79217",1993,20
"79217",1994,38.5
"79217",1995,17
"79217",1996,64
"79217",1997,64.75
"79217",1998,8.5
"79217",1999,43.5
"79217",2000,5.75
"79217",2001,4.5
"79217",2002,4.25
"79217",2003,42.75
"79217",2004,6
"79217",2005,34.5
"79217",2006,32.75
"79217",2007,38
"79217",2008,8.75
"79217",2009,7
"79217",2010,15.5
"79217",2011,56.5
"79217",2012,61.5
"79217",2013,56.75
"79217",2014,45.5
"79217",2015,29
"79217",2016,15
"79217",2017,36.25
"79217",2018,38.75
"79217",2019,15.25
"79217",2022,5.5
"79117",1969,16.75
"79117",1970,21
"79117",1971,21.5
"79117",1972,11
"79117",1973,9.5
"79117",1974,19.25
"79117",1975,22
"79117",1976,12.5
"79117",1977,5.75
"79117",1978,14.25
"79117",1979,13.25
"79117",1980,4
"79117",1981,6.5
"79117",1982,8
"79117",1983,11.5
"79117",1984,8.5
"79117",1985,17.75
"79117",1986,14.75
"79117",1987,14.5
"79117",1988,8.5
"79117",1989,8.25
"79117",1990,6.5
"79117",1991,14
"79117",1992,5.75
"79117",1993,10.25
"79117",1994,24
"79117",1995,11
"79117",1996,19
"79117",1997,23.25
"79117",1998,10.75
"79117",1999,16.5
"79117",2000,8.25
"79117",2001,9.25
"79117",2002,9
"79117",2003,30.75
"79117",2004,19.25
"79117",2005,17.5
"79117",2006,18
"79117",2007,23.75
"79117",2008,9.25
"79117",2009,11.5
"79117",2010,28.25
"79117",2011,39.75
"79117",2012,29.25
"79117",2013,15.5
"79117",2014,20.75
"79117",2015,20.75
"79117",2016,10.75
"79117",2017,16.25
"79117",2018,16.5
"79117",2019,15.5
"79117",2022,9.5
"79116",1969,20.1666666666667
"79116",1970,32.1666666666667
"79116",1971,24
"79116",1972,7.16666666666667
"79116",1973,8.16666666666667
"79116",1974,38.1666666666667
"79116",1975,47.8333333333333
"79116",1976,22.3333333333333
"79116",1977,11.5
"79116",1978,18.8333333333333
"79116",1979,37.6666666666667
"79116",1980,12.1666666666667
"79116",1981,6.83333333333333
"79116",1982,22
"79116",1983,27.5
"79116",1984,9.66666666666667
"79116",1985,17.5
"79116",1986,28.5
"79116",1987,14.5
"79116",1988,13.5
"79116",1989,16.8333333333333
"79116",1990,13.8333333333333
"79116",1991,35
"79116",1992,12
"79116",1993,11.1666666666667
"79116",1994,27.8333333333333
"79116",1995,13.3333333333333
"79116",1996,45.1666666666667
"79116",1997,50.3333333333333
"79116",1998,9.83333333333333
"79116",1999,27.8333333333333
"79116",2000,11.1666666666667
"79116",2001,14.3333333333333
"79116",2002,10.3333333333333
"79116",2003,59.8333333333333
"79116",2004,30.8333333333333
"79116",2005,26.8333333333333
"79116",2006,37.5
"79116",2007,31.6666666666667
"79116",2008,7.66666666666667
"79116",2009,23.8333333333333
"79116",2010,27.3333333333333
"79116",2011,51.8333333333333
"79116",2012,50.1666666666667
"79116",2013,36
"79116",2014,38.1666666666667
"79116",2015,26.6666666666667
"79116",2016,12.3333333333333
