"ProvRoute","Year","Ponds"
"79031",2012,32.5
"79031",2013,52
"79031",2014,36.5
"79031",2015,26
"79031",2016,22.5
"79031",2017,35.5
"79031",2018,37
"79031",2019,14
"79031",2022,23.5
"79030",1969,70
"79030",1970,236.5
"79030",1971,75.5
"79030",1972,157
"79030",1973,60.5
"79030",1974,171
"79030",1975,105
"79030",1976,41
"79030",1977,23
"79030",1978,26.5
"79030",1979,115
"79030",1980,29.5
"79030",1981,18.5
"79030",1982,39
"79030",1983,86.5
"79030",1984,47.5
"79030",1985,101
"79030",1986,34.5
"79030",1987,26.5
"79030",1988,53.5
"79030",1989,17.5
"79030",1990,21.5
"79030",1991,27.5
"79030",1992,43
"79030",1993,22
"79030",1994,52
"79030",1995,91
"79030",1996,85
"79030",1997,45.5
"79030",1998,34
"79030",1999,28
"79030",2000,15
"79030",2001,17.5
"79030",2002,11.5
"79030",2003,25
"79030",2004,25.5
"79030",2005,33
"79030",2006,88.5
"79030",2007,127
"79030",2008,28.5
"79030",2009,28
"79030",2010,162
"79030",2011,48.5
"79030",2012,31.5
"79030",2013,34.5
"79030",2014,24.5
"79030",2015,17.5
"79030",2016,13.5
"79030",2017,20
"79030",2018,15.5
"79030",2019,9.5
"79030",2022,22
"79025",1969,23.6666666666667
"79025",1970,25.6666666666667
"79025",1971,14
"79025",1972,14.3333333333333
"79025",1973,8.33333333333333
"79025",1974,19.6666666666667
"79025",1975,29
"79025",1976,18
"79025",1977,12.3333333333333
"79025",1978,10.3333333333333
"79025",1979,31.3333333333333
"79025",1980,9.66666666666667
"79025",1981,4
"79025",1982,12.6666666666667
"79025",1983,28.3333333333333
"79025",1984,10
"79025",1985,39
"79025",1986,13.3333333333333
"79025",1987,9.33333333333333
"79025",1988,10
"79025",1989,4.33333333333333
"79025",1990,6
"79025",1991,6.66666666666667
"79025",1992,18
"79025",1993,13
"79025",1994,38.6666666666667
"79025",1995,12
"79025",1996,30
"79025",1997,38.6666666666667
"79025",1998,6
"79025",1999,28.6666666666667
"79025",2000,13
"79025",2001,8.66666666666667
"79025",2002,3
"79025",2003,12
"79025",2004,9
"79025",2005,32
"79025",2006,43.3333333333333
"79025",2007,36
"79025",2008,14.6666666666667
"79025",2009,22
"79025",2010,10
"79025",2011,37.6666666666667
"79025",2012,41
"79025",2013,46.3333333333333
"79025",2014,34.3333333333333
"79025",2015,23
"79025",2016,18
"79025",2017,22.3333333333333
"79025",2018,19
"79025",2019,10.3333333333333
"79025",2022,5
"79024",1969,68.8333333333333
"79024",1970,122.2
"79024",1971,54.8333333333333
"79024",1972,28.6666666666667
"79024",1973,16
"79024",1974,100.833333333333
"79024",1975,83
"79024",1976,75.1666666666667
"79024",1977,20.5
"79024",1978,47.6666666666667
"79024",1979,76
"79024",1980,29.6666666666667
"79024",1981,7.66666666666667
"79024",1982,34.6666666666667
"79024",1983,36.3333333333333
"79024",1984,15.5
"79024",1985,117.5
"79024",1986,40.8333333333333
"79024",1987,41.1666666666667
"79024",1988,18
"79024",1989,12.3333333333333
"79024",1990,30.6666666666667
"79024",1991,68.1666666666667
"79024",1992,79.8333333333333
"79024",1993,33.5
"79024",1994,86.1666666666667
"79024",1995,38
"79024",1996,124.5
"79024",1997,136
"79024",1998,40.5
"79024",1999,110.333333333333
"79024",2000,30.5
"79024",2001,37
"79024",2002,12.3333333333333
"79024",2003,65
"79024",2004,50.6666666666667
"79024",2005,79.3333333333333
"79024",2006,135.666666666667
"79024",2007,90.1666666666667
"79024",2008,32.3333333333333
"79024",2009,96
"79024",2010,98.5
"79024",2011,128.833333333333
"79024",2012,92
"79024",2013,92
"79024",2014,125.833333333333
"79024",2015,100.833333333333
"79024",2016,61
"79024",2017,62.6666666666667
"79024",2018,71.1666666666667
"79024",2019,26.1666666666667
"79024",2022,41.8333333333333
"79027",1969,48.4
"79027",1970,54
"79027",1971,42.4
"79027",1972,27.8
"79027",1973,24.2
"79027",1974,47.2
"79027",1975,55.6
"79027",1976,34
"79027",1977,8.6
"79027",1978,35.4
"79027",1979,27.2
"79027",1980,8
"79027",1981,6.6
"79027",1982,20.6
"79027",1983,36.6
"79027",1984,17.2
"79027",1985,63.8
"79027",1986,22.2
"79027",1987,9.8
"79027",1988,8.8
"79027",1989,10.2
"79027",1990,7.8
"79027",1991,19.4
"79027",1992,19.8
"79027",1993,30
"79027",1994,63.6
"79027",1995,9.4
"79027",1996,78.6
"79027",1997,76.2
"79027",1998,5.2
"79027",1999,59.2
"79027",2000,11.2
"79027",2001,5.8
"79027",2002,3
"79027",2003,24.4
"79027",2004,4.6
"79027",2005,49.2
"79027",2006,76
"79027",2007,57.2
"79027",2008,26.6
"79027",2009,11
"79027",2010,8.4
"79027",2011,54
"79027",2012,56
"79027",2013,72
"79027",2014,39.2
"79027",2015,35.8
"79027",2016,13.8
"79027",2017,25.6
"79027",2018,41.8
"79027",2019,19.6
"79027",2022,8.6
"45109",1969,18.6666666666667
"45109",1970,34.3333333333333
"45109",1971,47.3333333333333
"45109",1972,24.3333333333333
"45109",1973,10.6666666666667
"45109",1974,34
"45109",1975,27.3333333333333
"45109",1976,42.3333333333333
"45109",1977,19.3333333333333
"45109",1978,28.6666666666667
"45109",1979,35.3333333333333
"45109",1980,12
"45109",1981,11.6666666666667
"45109",1982,13.6666666666667
"45109",1983,29
"45109",1984,14
"45109",1985,15
"45109",1986,59.6666666666667
"45109",1987,40
"45109",1988,11.3333333333333
"45109",1989,9.66666666666667
"45109",1990,13
"45109",1991,26.3333333333333
"45109",1992,29.6666666666667
"45109",1993,12
"45109",1994,15.6666666666667
"45109",1995,24
"45109",1996,39
"45109",1997,26
"45109",1998,26
"45109",1999,23.6666666666667
"45109",2000,28.3333333333333
"45109",2001,49.6666666666667
"45109",2002,9.66666666666667
"45109",2003,15
"45109",2004,24.3333333333333
"45109",2005,48.3333333333333
"45109",2006,56
"45109",2007,29.3333333333333
"45109",2008,22.3333333333333
"45109",2009,39
"45109",2010,24.6666666666667
"45109",2011,37.3333333333333
"45109",2012,44.3333333333333
"45109",2013,23.3333333333333
"45109",2014,53.3333333333333
"45109",2015,32
"45109",2016,12.6666666666667
"45109",2017,31.3333333333333
"45109",2018,15
"45109",2019,14
"45109",2022,29.3333333333333
"4501",1969,4.33333333333333
"4501",1970,5
"4501",1971,7.33333333333333
"4501",1972,5
"4501",1973,2
"4501",1974,16.6666666666667
"4501",1975,18
"4501",1976,8.66666666666667
"4501",1977,4
"4501",1978,9
"4501",1979,7.33333333333333
"4501",1980,5.66666666666667
"4501",1981,4.66666666666667
"4501",1982,10
"4501",1983,11.3333333333333
"4501",1984,3.33333333333333
"4501",1985,13.6666666666667
"4501",1986,5.33333333333333
"4501",1987,6
"4501",1988,5.33333333333333
"4501",1989,3.66666666666667
"4501",1990,8.33333333333333
"4501",1991,8.66666666666667
"4501",1992,7
"4501",1993,8.66666666666667
"4501",1994,11
"4501",1995,8.66666666666667
"4501",1996,16.3333333333333
"4501",1997,15.3333333333333
"4501",1998,6.66666666666667
"4501",1999,3.66666666666667
"4501",2000,5
"4501",2001,6.33333333333333
"4501",2002,7
"4501",2003,26.6666666666667
"4501",2004,11
"4501",2005,10.3333333333333
"4501",2006,18
"4501",2007,12.3333333333333
"4501",2008,5.66666666666667
"4501",2009,7.66666666666667
"4501",2010,21.3333333333333
"4501",2011,24.6666666666667
"4501",2012,7.33333333333333
"4501",2013,7.66666666666667
"4501",2014,16.6666666666667
"4501",2015,9
"4501",2016,7.66666666666667
"4501",2017,6
"4501",2018,15.3333333333333
"4501",2019,7.33333333333333
"4501",2022,7
"79026",1969,20.3333333333333
"79026",1970,28.6666666666667
"79026",1971,21
"79026",1972,3
"79026",1973,11
"79026",1974,21.6666666666667
"79026",1975,28.6666666666667
"79026",1976,16
"79026",1977,2.66666666666667
"79026",1978,11.3333333333333
"79026",1979,5.33333333333333
"79026",1980,2.33333333333333
"79026",1981,2.33333333333333
"79026",1982,9.33333333333333
"79026",1983,15.6666666666667
"79026",1984,4
"79026",1985,24
"79026",1986,4.66666666666667
"79026",1987,5.33333333333333
"79026",1988,3.33333333333333
"79026",1989,6.33333333333333
"79026",1990,2.33333333333333
"79026",1991,8.33333333333333
"79026",1992,1.66666666666667
"79026",1993,6
"79026",1994,16.6666666666667
"79026",1995,3.66666666666667
"79026",1996,35.6666666666667
"79026",1997,30
"79026",1998,2.33333333333333
"79026",1999,20.3333333333333
"79026",2000,3.66666666666667
"79026",2001,2
"79026",2002,1.33333333333333
"79026",2003,22.3333333333333
"79026",2004,2.66666666666667
"79026",2005,18.3333333333333
"79026",2006,12
"79026",2007,12
"79026",2008,3.33333333333333
"79026",2009,3.33333333333333
"79026",2010,3.33333333333333
"79026",2011,26.3333333333333
"79026",2012,32.6666666666667
"79026",2013,33
"79026",2014,25.3333333333333
"79026",2015,13.6666666666667
"79026",2016,5
"79026",2017,18.6666666666667
"79026",2018,21.6666666666667
"79026",2019,5.66666666666667
"79026",2022,3
"45111",1969,39.3333333333333
"45111",1970,81
"45111",1971,34
"45111",1972,32.6666666666667
"45111",1973,14.3333333333333
"45111",1974,66.6666666666667
"45111",1975,42.3333333333333
"45111",1976,107
"45111",1977,16.6666666666667
"45111",1978,37
"45111",1979,49
"45111",1980,17.6666666666667
"45111",1981,11
"45111",1982,16
"45111",1983,52
"45111",1984,27.3333333333333
"45111",1985,35.6666666666667
"45111",1986,55
"45111",1987,39.3333333333333
"45111",1988,9
"45111",1989,20.6666666666667
"45111",1990,7
"45111",1991,20.6666666666667
"45111",1992,33.3333333333333
"45111",1993,11.3333333333333
"45111",1994,17.6666666666667
"45111",1995,41.3333333333333
"45111",1996,77
"45111",1997,52.3333333333333
"45111",1998,48
"45111",1999,52.6666666666667
"45111",2000,31
"45111",2001,65.3333333333333
"45111",2002,15.3333333333333
"45111",2003,50.6666666666667
"45111",2004,70.6666666666667
"45111",2005,50.3333333333333
"45111",2006,75.3333333333333
"45111",2007,33
"45111",2008,17.6666666666667
"45111",2009,54
"45111",2010,47.3333333333333
"45111",2011,105.333333333333
"45111",2012,70.3333333333333
"45111",2013,59.3333333333333
"45111",2014,113
"45111",2015,75
"45111",2016,27.3333333333333
"45111",2017,40
"45111",2018,24.3333333333333
"45111",2019,22
"45111",2022,67.6666666666667
"45105",1969,17.75
"45105",1970,26
"45105",1971,29.5
"45105",1972,28.5
"45105",1973,10.25
"45105",1974,25.25
"45105",1975,21.75
"45105",1976,17.5
"45105",1977,18.25
"45105",1978,22.75
"45105",1979,22.25
"45105",1980,10
"45105",1981,7
"45105",1982,8
"45105",1983,14
"45105",1984,11
"45105",1985,14.25
"45105",1986,23.75
"45105",1987,18
"45105",1988,8
"45105",1989,9.5
"45105",1990,10.75
"45105",1991,17.75
"45105",1992,16.25
"45105",1993,24.25
"45105",1994,17.25
"45105",1995,23.75
"45105",1996,37
"45105",1997,36.25
"45105",1998,23.75
"45105",1999,13
"45105",2000,14.25
"45105",2001,72.25
"45105",2002,12.25
"45105",2003,12.5
"45105",2004,22.5
"45105",2005,26
"45105",2006,44
"45105",2007,19.25
"45105",2008,13.75
"45105",2009,34
"45105",2010,32.25
"45105",2011,35.5
"45105",2012,15
"45105",2013,20
"45105",2014,16.75
"45105",2015,15
"45105",2016,12.25
"45105",2017,13.75
"45105",2018,11
"45105",2019,10.75
"45105",2022,20.75
"45107",1969,65
"45107",1970,78.6666666666667
"45107",1971,105.166666666667
"45107",1972,62.8333333333333
"45107",1973,35.6666666666667
"45107",1974,86.6666666666667
"45107",1975,97.8333333333333
"45107",1976,73.1666666666667
"45107",1977,37
"45107",1978,73.8333333333333
"45107",1979,84.3333333333333
"45107",1980,26.3333333333333
"45107",1981,23.8333333333333
"45107",1982,41.3333333333333
"45107",1983,74.3333333333333
"45107",1984,41.8333333333333
"45107",1985,40.6666666666667
"45107",1986,79.8333333333333
"45107",1987,70.1666666666667
"45107",1988,15.8333333333333
"45107",1989,27
"45107",1990,21.6666666666667
"45107",1991,42
"45107",1992,49.1666666666667
"45107",1993,43.8333333333333
"45107",1994,50.3333333333333
"45107",1995,73.3333333333333
"45107",1996,81
"45107",1997,75.5
"45107",1998,81.8333333333333
"45107",1999,51.6666666666667
"45107",2000,48
"45107",2001,77.5
"45107",2002,31.1666666666667
"45107",2003,32.1666666666667
"45107",2004,78.1666666666667
"45107",2005,85
"45107",2006,127.666666666667
"45107",2007,51
"45107",2008,35.1666666666667
"45107",2009,88.6666666666667
"45107",2010,54
"45107",2011,73.3333333333333
"45107",2012,42.1666666666667
"45107",2013,53.3333333333333
"45107",2014,59.1666666666667
"45107",2015,42.8333333333333
"45107",2016,29.3333333333333
"45107",2017,38.1666666666667
"45107",2018,29.3333333333333
"45107",2019,26.5
"45107",2022,57.8333333333333
"4013",1969,49.6666666666667
"4013",1970,75.6666666666667
"4013",1971,62.3333333333333
"4013",1972,32.6666666666667
"4013",1973,17.3333333333333
"4013",1974,94.3333333333333
"4013",1975,47.6666666666667
"4013",1976,30
"4013",1977,6.66666666666667
"4013",1978,28
"4013",1979,34.6666666666667
"4013",1980,22.6666666666667
"4013",1981,36.3333333333333
"4013",1982,23
"4013",1983,14.3333333333333
"4013",1984,13
"4013",1985,83
"4013",1986,22
"4013",1987,72
"4013",1988,16
"4013",1989,27
"4013",1990,47.3333333333333
"4013",1991,21.6666666666667
"4013",1992,19.6666666666667
"4013",1993,46
"4013",1994,43.6666666666667
"4013",1995,43.6666666666667
"4013",1996,43.6666666666667
"4013",1997,71.3333333333333
"4013",1998,22.6666666666667
"4013",1999,21.3333333333333
"4013",2000,27.3333333333333
"4013",2001,18.6666666666667
"4013",2002,21.6666666666667
"4013",2003,38.3333333333333
"4013",2004,13.6666666666667
"4013",2005,32.6666666666667
"4013",2006,80.6666666666667
"4013",2007,95
"4013",2008,26
"4013",2009,16
"4013",2010,17
"4013",2011,72
"4013",2012,24.6666666666667
"4013",2013,41
"4013",2014,43.6666666666667
"4013",2015,39.3333333333333
"4013",2016,22.6666666666667
"4013",2017,47
"4013",2018,46.3333333333333
"4013",2019,42.6666666666667
"4013",2022,19
"45005",1969,15
"45005",1970,20.4
"45005",1971,21.6
"45005",1972,17.2
"45005",1973,6.4
"45005",1974,16.2
"45005",1975,13.8
"45005",1976,13.4
"45005",1977,17.2
"45005",1978,12.8
"45005",1979,23.6
"45005",1980,9.8
"45005",1981,6
"45005",1982,5.4
"45005",1983,9.2
"45005",1984,8.4
"45005",1985,9.2
"45005",1986,24.6
"45005",1987,14.6
"45005",1988,7.6
"45005",1989,7.2
"45005",1990,7.2
"45005",1991,12.4
"45005",1992,11
"45005",1993,21.8
"45005",1994,11
"45005",1995,15.4
"45005",1996,28.6
"45005",1997,43
"45005",1998,17.6
"45005",1999,6.2
"45005",2000,8.2
"45005",2001,97.6
"45005",2002,13.2
"45005",2003,8
"45005",2004,11.6
"45005",2005,19
"45005",2006,37.4
"45005",2007,9.8
"45005",2008,11.2
"45005",2009,30.6
"45005",2010,47.6
"45005",2011,34
"45005",2012,8.8
"45005",2013,13.6
"45005",2014,14.2
"45005",2015,12
"45005",2016,11.8
"45005",2017,9.8
"45005",2018,6.6
"45005",2019,9.4
"45005",2022,14.8
"4012",1969,11.5
"4012",1970,24.5
"4012",1971,21.5
"4012",1972,7
"4012",1973,16
"4012",1974,50.5
"4012",1975,17
"4012",1976,18.5
"4012",1977,4
"4012",1978,9.5
"4012",1979,10.5
"4012",1980,6.5
"4012",1981,5.5
"4012",1982,19
"4012",1983,14
"4012",1984,8
"4012",1985,33
"4012",1986,6
"4012",1987,13
"4012",1988,6.5
"4012",1989,11
"4012",1990,15.5
"4012",1991,5
"4012",1992,10.5
"4012",1993,30.5
"4012",1994,16
"4012",1995,9
"4012",1996,20
"4012",1997,32
"4012",1998,6
"4012",1999,8
"4012",2000,7
"4012",2001,9.5
"4012",2002,10
"4012",2003,32.5
"4012",2004,7.5
"4012",2005,17.5
"4012",2006,43
"4012",2007,45
"4012",2008,13
"4012",2009,4.5
"4012",2010,12.5
"4012",2011,30.5
"4012",2012,18
"4012",2013,45.5
"4012",2014,30
"4012",2015,18.5
"4012",2016,17
"4012",2017,20.5
"4012",2018,26.5
"4012",2019,19
"4012",2022,11.5
"45514",1969,NA
"45514",1970,NA
"45514",1971,NA
"45514",1972,NA
"45514",1973,NA
"45514",1974,NA
"45514",1975,NA
"45514",1976,NA
"45514",1977,NA
"45514",1978,NA
"45514",1979,NA
"45514",1980,NA
"45514",1981,NA
"45514",1982,NA
"45514",1983,NA
"45514",1984,NA
"45514",1985,NA
"45514",1986,NA
"45514",1987,NA
"45514",1988,NA
"45514",1989,NA
"45514",1990,NA
"45514",1991,NA
"45514",1992,NA
"45514",1993,NA
"45514",1994,NA
"45514",1995,NA
"45514",1996,NA
"45514",1997,NA
"45514",1998,NA
"45514",1999,NA
"45514",2000,NA
"45514",2001,NA
"45514",2002,NA
"45514",2003,NA
"45514",2004,NA
"45514",2005,NA
"45514",2006,NA
"45514",2007,NA
"45514",2008,NA
"45514",2009,NA
"45514",2010,NA
"45514",2011,NA
"45514",2012,NA
"45514",2013,NA
"45514",2014,NA
"45514",2015,NA
"45514",2016,NA
"45514",2017,NA
"45514",2018,NA
"45514",2019,NA
"45514",2022,NA
"45007",1969,53.5
"45007",1970,77.5
"45007",1971,96
"45007",1972,54
"45007",1973,20
"45007",1974,69
"45007",1975,92.5
"45007",1976,43
"45007",1977,8
"45007",1978,61
"45007",1979,68
"45007",1980,19.5
"45007",1981,21.5
"45007",1982,39.5
"45007",1983,64.5
"45007",1984,32.5
"45007",1985,27
"45007",1986,42.5
"45007",1987,61
"45007",1988,12
"45007",1989,18.5
"45007",1990,17
"45007",1991,45.5
"45007",1992,46
"45007",1993,46.5
"45007",1994,55.5
"45007",1995,74.5
"45007",1996,76
"45007",1997,71.5
"45007",1998,65
"45007",1999,37.5
"45007",2000,29.5
"45007",2001,67
"45007",2002,29
"45007",2003,32.5
"45007",2004,69.5
"45007",2005,79.5
"45007",2006,132
"45007",2007,45.5
"45007",2008,36
"45007",2009,92
"45007",2010,43
"45007",2011,59
"45007",2012,25.5
"45007",2013,45
"45007",2014,53.5
"45007",2015,32.5
"45007",2016,21
"45007",2017,17
"45007",2018,16
"45007",2019,23
"45007",2022,50
"4009",1969,12
"4009",1970,4.4
"4009",1971,7.4
"4009",1972,8.2
"4009",1973,10.8
"4009",1974,15
"4009",1975,13.2
"4009",1976,10.6
"4009",1977,6
"4009",1978,9.4
"4009",1979,8.6
"4009",1980,10.6
"4009",1981,8
"4009",1982,8.2
"4009",1983,7
"4009",1984,6.8
"4009",1985,9.6
"4009",1986,7.2
"4009",1987,8.8
"4009",1988,8.4
"4009",1989,8.8
"4009",1990,8.2
"4009",1991,10.8
"4009",1992,5.6
"4009",1993,11.6
"4009",1994,8.8
"4009",1995,7.2
"4009",1996,18
"4009",1997,15.8
"4009",1998,10.4
"4009",1999,7.2
"4009",2000,8.8
"4009",2001,7.4
"4009",2002,7.4
"4009",2003,12.8
"4009",2004,12.6
"4009",2005,9.6
"4009",2006,36.6
"4009",2007,31
"4009",2008,8.2
"4009",2009,10.6
"4009",2010,14.8
"4009",2011,19.6
"4009",2012,8.2
"4009",2013,14
"4009",2014,22.4
"4009",2015,7.6
"4009",2016,6
"4009",2017,9.6
"4009",2018,21
"4009",2019,11
"4009",2022,5.2
"79424",1969,41
"79424",1970,61.8
"79424",1971,36.2
"79424",1972,10.8
"79424",1973,23.4
"79424",1974,70
"79424",1975,67
"79424",1976,41.2
"79424",1977,17.6
"79424",1978,27.6
"79424",1979,43.2
"79424",1980,17.8
"79424",1981,10.6
"79424",1982,34.8
"79424",1983,48.6
"79424",1984,21.2
"79424",1985,67
"79424",1986,43.8
"79424",1987,48.2
"79424",1988,12.6
"79424",1989,11
"79424",1990,20
"79424",1991,31
"79424",1992,20.6
"79424",1993,20.4
"79424",1994,47
"79424",1995,16.8
"79424",1996,84.4
"79424",1997,88
"79424",1998,26.2
"79424",1999,65.8
"79424",2000,18.6
"79424",2001,23.2
"79424",2002,7.8
"79424",2003,64.2
"79424",2004,17.2
"79424",2005,41.8
"79424",2006,75.2
"79424",2007,50.8
"79424",2008,10.2
"79424",2009,24.8
"79424",2010,63.6
"79424",2011,82.2
"79424",2012,82.2
"79424",2013,84
"79424",2014,78.4
"79424",2015,52
"79424",2016,37.4
"79424",2017,25.4
"79424",2018,38.6
"79424",2019,22.6
"79424",2022,13
"4008",1969,22
"4008",1970,15
"4008",1971,15.5
"4008",1972,19
"4008",1973,12
"4008",1974,23
"4008",1975,24.5
"4008",1976,13
"4008",1977,8.5
"4008",1978,16.5
"4008",1979,10.5
"4008",1980,14
"4008",1981,13
"4008",1982,13
"4008",1983,14
"4008",1984,12.5
"4008",1985,17.5
"4008",1986,14.5
"4008",1987,12
"4008",1988,20.5
"4008",1989,16.5
"4008",1990,16.5
"4008",1991,19.5
"4008",1992,18
"4008",1993,19
"4008",1994,16
"4008",1995,23
"4008",1996,22
"4008",1997,17
"4008",1998,19.5
"4008",1999,14
"4008",2000,16.5
"4008",2001,16.5
"4008",2002,16
"4008",2003,32.5
"4008",2004,20.5
"4008",2005,22.5
"4008",2006,35
"4008",2007,23
"4008",2008,16.5
"4008",2009,17
"4008",2010,25.5
"4008",2011,20
"4008",2012,15.5
"4008",2013,24.5
"4008",2014,24.5
"4008",2015,22.5
"4008",2016,24.5
"4008",2017,22
"4008",2018,33.5
"4008",2019,20
"4008",2022,19
"4011",1969,21.6666666666667
"4011",1970,17.6666666666667
"4011",1971,17
"4011",1972,6.66666666666667
"4011",1973,17.6666666666667
"4011",1974,45
"4011",1975,18.6666666666667
"4011",1976,17
"4011",1977,2.33333333333333
"4011",1978,8.66666666666667
"4011",1979,12
"4011",1980,5.66666666666667
"4011",1981,3.66666666666667
"4011",1982,18.3333333333333
"4011",1983,12.6666666666667
"4011",1984,4
"4011",1985,27
"4011",1986,6
"4011",1987,13.3333333333333
"4011",1988,4
"4011",1989,6.66666666666667
"4011",1990,8
"4011",1991,4.33333333333333
"4011",1992,6.66666666666667
"4011",1993,24.6666666666667
"4011",1994,12.3333333333333
"4011",1995,3.66666666666667
"4011",1996,14.6666666666667
"4011",1997,27.6666666666667
"4011",1998,4.33333333333333
"4011",1999,4.66666666666667
"4011",2000,4.66666666666667
"4011",2001,5.33333333333333
"4011",2002,5
"4011",2003,19.3333333333333
"4011",2004,3.33333333333333
"4011",2005,9.66666666666667
"4011",2006,40.3333333333333
"4011",2007,30.6666666666667
"4011",2008,9.66666666666667
"4011",2009,3
"4011",2010,10.6666666666667
"4011",2011,40.6666666666667
"4011",2012,12.3333333333333
"4011",2013,49.6666666666667
"4011",2014,21.6666666666667
"4011",2015,17.6666666666667
"4011",2016,11.6666666666667
"4011",2017,19
"4011",2018,35.3333333333333
"4011",2019,17.3333333333333
"4011",2022,7
"45003",1969,17.5
"45003",1970,15
"45003",1971,14.5
"45003",1972,9
"45003",1973,5.5
"45003",1974,10.5
"45003",1975,12
"45003",1976,19
"45003",1977,22
"45003",1978,20
"45003",1979,9.5
"45003",1980,19
"45003",1981,10.5
"45003",1982,9
"45003",1983,20.5
"45003",1984,22
"45003",1985,14
"45003",1986,33
"45003",1987,18
"45003",1988,21
"45003",1989,20.5
"45003",1990,17
"45003",1991,23
"45003",1992,21
"45003",1993,22.5
"45003",1994,16.5
"45003",1995,5.5
"45003",1996,26
"45003",1997,NA
"45003",1998,29
"45003",1999,6.5
"45003",2000,24
"45003",2001,92
"45003",2002,25.5
"45003",2003,23
"45003",2004,23
"45003",2005,23.5
"45003",2006,30.5
"45003",2007,20
"45003",2008,23
"45003",2009,28.5
"45003",2010,63.5
"45003",2011,25.5
"45003",2012,17
"45003",2013,19.5
"45003",2014,21
"45003",2015,21.5
"45003",2016,23
"45003",2017,15
"45003",2018,17
"45003",2019,21.5
"45003",2022,15
"4512",1969,8
"4512",1970,10
"4512",1971,6
"4512",1972,5
"4512",1973,3
"4512",1974,5
"4512",1975,7
"4512",1976,8
"4512",1977,2
"4512",1978,12
"4512",1979,9
"4512",1980,13
"4512",1981,5
"4512",1982,18
"4512",1983,4
"4512",1984,6
"4512",1985,14
"4512",1986,18
"4512",1987,7
"4512",1988,11
"4512",1989,15
"4512",1990,12
"4512",1991,20
"4512",1992,4
"4512",1993,30
"4512",1994,6
"4512",1995,4
"4512",1996,9
"4512",1997,10
"4512",1998,4
"4512",1999,10
"4512",2000,6
"4512",2001,11
"4512",2002,24
"4512",2003,11
"4512",2004,8
"4512",2005,9
"4512",2006,8
"4512",2007,25
"4512",2008,11
"4512",2009,1
"4512",2010,15
"4512",2011,28
"4512",2012,5
"4512",2013,10
"4512",2014,20
"4512",2015,10
"4512",2016,10
"4512",2017,9
"4512",2018,13
"4512",2019,4
"4512",2022,8
"4004",1969,8.8
"4004",1970,7.4
"4004",1971,8.6
"4004",1972,11.2
"4004",1973,9
"4004",1974,14.2
"4004",1975,10.6
"4004",1976,8.8
"4004",1977,7
"4004",1978,10.6
"4004",1979,9.2
"4004",1980,6.6
"4004",1981,9.8
"4004",1982,9.4
"4004",1983,7.4
"4004",1984,5
"4004",1985,6.2
"4004",1986,8.2
"4004",1987,6.6
"4004",1988,10.4
"4004",1989,9.2
"4004",1990,12.4
"4004",1991,10.2
"4004",1992,6.6
"4004",1993,9
"4004",1994,12.2
"4004",1995,16
"4004",1996,13.6
"4004",1997,12.2
"4004",1998,8.8
"4004",1999,6.8
"4004",2000,7.4
"4004",2001,9.6
"4004",2002,12
"4004",2003,21.8
"4004",2004,8.2
"4004",2005,9.8
"4004",2006,21.4
"4004",2007,15.2
"4004",2008,10.4
"4004",2009,14.2
"4004",2010,15.6
"4004",2011,19
"4004",2012,10.2
"4004",2013,10.8
"4004",2014,19.4
"4004",2015,12.4
"4004",2016,10
"4004",2017,11.2
"4004",2018,12.8
"4004",2019,10.6
"4004",2022,9.6
"4007",1969,17
"4007",1970,11.3333333333333
"4007",1971,15.6666666666667
"4007",1972,14.6666666666667
"4007",1973,8.33333333333333
"4007",1974,25
"4007",1975,26
"4007",1976,11.6666666666667
"4007",1977,7.33333333333333
"4007",1978,14
"4007",1979,8.66666666666667
"4007",1980,11
"4007",1981,10.6666666666667
"4007",1982,11.3333333333333
"4007",1983,14
"4007",1984,9.66666666666667
"4007",1985,17.3333333333333
"4007",1986,11
"4007",1987,10
"4007",1988,15.6666666666667
"4007",1989,12.3333333333333
"4007",1990,15.3333333333333
"4007",1991,17.6666666666667
"4007",1992,14.3333333333333
"4007",1993,15.3333333333333
"4007",1994,14
"4007",1995,17.3333333333333
"4007",1996,20.3333333333333
"4007",1997,18.3333333333333
"4007",1998,16
"4007",1999,10.3333333333333
"4007",2000,12.6666666666667
"4007",2001,13.3333333333333
"4007",2002,13.3333333333333
"4007",2003,35
"4007",2004,17.3333333333333
"4007",2005,19.3333333333333
"4007",2006,31.3333333333333
"4007",2007,23.3333333333333
"4007",2008,12.3333333333333
"4007",2009,13.6666666666667
"4007",2010,22.6666666666667
"4007",2011,23.3333333333333
"4007",2012,14
"4007",2013,18.6666666666667
"4007",2014,22.3333333333333
"4007",2015,18
"4007",2016,19.3333333333333
"4007",2017,16.3333333333333
"4007",2018,27.6666666666667
"4007",2019,15.6666666666667
"4007",2022,14.6666666666667
"4006",1969,12
"4006",1970,13
"4006",1971,9
"4006",1972,5
"4006",1973,11.5
"4006",1974,6.5
"4006",1975,13
"4006",1976,10
"4006",1977,1.5
"4006",1978,14
"4006",1979,12.5
"4006",1980,11.5
"4006",1981,8
"4006",1982,14.5
"4006",1983,13.5
"4006",1984,3
"4006",1985,20.5
"4006",1986,6.5
"4006",1987,6.5
"4006",1988,5.5
"4006",1989,6.5
"4006",1990,5.5
"4006",1991,9
