"Year","Route","prec","maxt"
1960,"79021",102340.899963379,23.9762052062592
1960,"79022",102160.64985466,23.9240570076725
1960,"79023",105396.640083313,25.2620125887957
1960,"79024",105710.500024796,24.7387817966677
1960,"79025",101885.189968109,25.1511081881762
1960,"79026",95121.0400466919,25.9976370101134
1960,"79027",112233.689987183,24.9425098951668
1960,"79028",110111.340000153,23.3959871789329
1960,"79029",107727.789892197,23.1832247815198
1960,"79030",102447.67006588,23.6605700525229
1960,"79031",109874.569980621,23.8594084724861
1960,"79032",120733.069942474,23.7195561376841
1960,"79033",132172.459873199,24.4177865013837
1960,"79034",133615.000061035,24.0518633656516
1960,"79035",140335.400009155,23.825714905646
1960,"79037",120816.699993134,23.5760358068949
1960,"79039",129524.920021057,23.4047455565216
1960,"79042",173558.989963531,21.7213878543622
1960,"79043",171435.849910736,22.5784028821287
1960,"79102",104116.809959412,24.1177993497527
1960,"79103",104065.220027924,25.6378226532577
1960,"79104",119870.810003281,25.1280851899908
1960,"79105",126318.839956284,24.9235787082601
1960,"79106",118930.850028992,25.3881583951455
1960,"79107",83936.7199649811,25.9713465184142
1960,"79108",77191.0600395203,25.52853727989
1960,"79109",75115.0399942398,24.3581911349352
1960,"79111",87607.2200546265,24.708934251954
1960,"79112",101101.340021133,25.2797226061492
1960,"79113",116341.019984245,24.8894429465999
1960,"79114",114876.719970703,25.5706648269087
1960,"79115",123283.07000351,25.1492669653816
1960,"79116",115693.730125427,25.0737688999447
1960,"79117",94121.6599960327,26.0712965366758
1960,"79118",73955.3200759888,26.2383716490336
1960,"79120",88254.4699325562,24.3801693474333
1960,"79121",98554.8899755478,24.1675876101608
1960,"79122",110830.64993763,24.668311000616
1960,"79123",106470.629965782,24.4987074120375
1960,"79124",98058.6799869537,25.2084727597585
1960,"79125",91889.8399391174,25.1770439376526
1960,"79126",125243.589950562,24.9124473764185
1960,"79127",99546.8500785828,25.1870989349012
1960,"79128",125187.27999115,23.1456303843562
1960,"79129",120333.579885483,22.9236067765289
1960,"79130",109989.119934082,23.1376856917544
1960,"79131",126386.059972763,23.498568999337
1960,"79132",101370.710048676,24.568401062525
1960,"79133",105943.78001976,25.1148274397944
1960,"79134",127637.450069427,24.7224301759277
1960,"79135",137973.830005646,23.8149331682147
1960,"79141",144457.970088959,21.9176081365403
1960,"79142",154496.179943085,23.0955188441004
1960,"79143",177487.869915009,21.9360151439216
1960,"79204",116489.81001091,25.3128026290979
1960,"79209",83831.4199447632,25.431587766472
1960,"79210",89709.8599624634,24.7546063859453
1960,"79211",86229.9900226593,24.8226177562838
1960,"79213",115996.029988289,25.275597843571
1960,"79217",94613.0999565125,26.0121921441229
1960,"79221",104287.809981346,23.9203346878862
1960,"79222",100686.069822311,24.1078420973661
1960,"79225",101680.039978027,25.1495723169317
1960,"79227",111773.789955139,24.9172045902811
1960,"79229",106998.679916382,23.2095075902336
1960,"79230",103307.750088692,23.4760104448367
1960,"79243",181946.459957123,22.3653617844528
1960,"79309",84056.5899620056,25.9767359454436
1960,"79402",84798.0899372101,26.0184080326924
1960,"79403",73677.5300617218,26.2265164540967
1960,"79404",81848.2698431015,24.8406238475991
1960,"79405",59734.359995842,26.4912399775799
1960,"79406",74968.0700054169,25.7404976831356
1960,"79407",88908.8799476624,25.6731048975235
1960,"79408",95846.6499443054,26.0515384665339
1960,"79417",119502.859939575,25.540521859338
1960,"79418",124113.959857941,25.4116596171848
1960,"79420",103603.43998909,25.3741915690611
1960,"79424",102056.389961243,25.2256250105042
1961,"4001",42538.630033493,28.7180594211391
1961,"4002",40468.3799800873,28.7273249849435
1961,"4003",57254.1599845886,26.2411711653469
1961,"4004",79338.6699562073,26.6321601592407
1961,"4006",42837.8699743748,28.959882405806
1961,"4007",46165.3500118256,28.1254703129808
1961,"4008",49803.4200229645,27.9847736533069
1961,"4009",73929.2699337006,26.5845264372278
1961,"4011",49484.7100520134,27.7828335606695
1961,"4012",51210.4200139046,27.7958042973168
1961,"4013",86044.6900196075,26.5707617860069
1961,"4018",87021.2200117111,26.2912803855207
1961,"4019",78730.000005722,26.1701218511251
1961,"4020",95947.6000366211,25.9929362991093
1961,"4021",107483.250062943,25.6819215845179
1961,"4022",134460.790018082,24.459585527683
1961,"4026",131624.889990807,24.839242048599
1961,"4027",147342.260052681,24.6998285168337
1961,"4028",149504.920031548,24.5245538705126
1961,"4029",158610.649945259,24.5123345918374
1961,"4030",150973.879963875,24.7455738421734
1961,"4060",151535.10996151,24.7464312761458
1961,"4081",42101.660030365,28.5455014096883
1961,"4101",39496.2799959183,28.4172620768844
1961,"4102",45016.8800373077,28.4503393780625
1961,"4103",50673.5000085831,28.1889507901148
1961,"4104",83090.3100042343,26.8324490600162
1961,"4106",42960.7700047493,29.0738482841404
1961,"4107",46202.1000170708,28.4323080307531
1961,"4108",49976.6000185013,27.9843607166586
1961,"4109",100513.100057602,25.6941985224114
1961,"4110",115247.589897156,24.8884308224633
1961,"4111",62816.6000127792,27.5930459665894
1961,"4112",61328.7999873161,27.0448280507715
1961,"4113",72851.0299959183,26.3964988977967
1961,"4114",111290.430009842,25.1370449405699
1961,"4115",120730.480077744,24.7997704032241
1961,"4118",108960.819978237,25.9758970867209
1961,"4119",113494.629947662,25.7260077063936
1961,"4120",117567.540044785,25.9487628576272
1961,"4121",123623.289943695,24.8144858702698
1961,"4122",134244.859920502,24.4869264032934
1961,"4126",118820.42007637,25.4918641132914
1961,"4127",136375.690016747,25.0646447126837
1961,"4128",130510.200073242,25.2790208583489
1961,"4129",148334.659895897,24.5287299562607
1961,"4130",157724.330006599,24.6435103313962
1961,"4201",49157.5799999237,26.5652521224249
1961,"4202",39991.3900060654,28.5338396670614
1961,"4203",62025.6800308228,27.195268057443
1961,"4204",76391.4799976349,24.6316291218073
1961,"4206",42073.040002346,29.1719034251948
1961,"4207",44671.0800142288,28.6008195200897
1961,"4208",60678.9200429916,27.4707805197429
1961,"4209",92222.1400413513,26.0770765071792
1961,"4211",48627.3000385761,28.0117982960556
1961,"4212",64820.1400098801,26.6632849081452
1961,"4213",55987.7100200653,27.6118124717552
1961,"4214",104633.460029602,25.5035026689689
1961,"4218",95003.1599955559,26.5097625309116
1961,"4219",91747.8400020599,26.0722380354776
1961,"4220",115015.889976501,25.702253778109
1961,"4221",117975.160043716,25.1270423059019
1961,"4222",128390.319961548,24.6819584842786
1961,"4226",114419.720067024,25.6389668133794
1961,"4227",139127.609819412,24.4622581785969
1961,"4228",151246.949972153,24.701501867798
1961,"4229",136186.980082512,24.8567049920483
1961,"4301",43719.6400251389,28.1021601616559
1961,"4302",41384.6400346756,28.4837394735726
1961,"4303",55923.2100276947,27.6749906352397
1961,"4304",83130.1300029755,25.0646573491308
1961,"4306",41905.0600085258,28.8924259024019
1961,"4307",46222.5700588226,28.3243631373253
1961,"4308",62879.4899616241,27.2658412777648
1961,"4309",82233.4700222015,26.5724539458203
1961,"4311",51022.7500267029,27.7034450484984
1961,"4312",56916.3699579239,27.36353750013
1961,"4313",67492.6499795914,26.7729812909363
1961,"4314",88217.4001140594,26.7258032963018
1961,"4318",81604.9599871635,26.6499083720369
1961,"4319",82124.1999616623,25.9952337265848
1961,"4320",122850.249968529,25.585445979595
1961,"4321",112858.630033493,25.6545407631213
1961,"4322",134479.23997879,24.4987701024765
1961,"4326",128877.47998333,24.6556562996306
1961,"4327",135611.31999588,24.7923593352964
1961,"4328",137971.290019035,24.9352611404063
1961,"4329",134572.459914207,24.9191624234323
1961,"4330",161927.1398983,24.5266708698747
1961,"4401",43719.6400251389,28.1021601616559
1961,"4407",46334.1600141525,28.113780810735
1961,"4408",49624.9600715637,27.934146338362
1961,"4411",41905.2700359821,28.8706151021115
1961,"4412",53996.9600405693,27.4875490253197
1961,"4413",64181.3299884796,26.7541195838914
1961,"4414",98217.010011673,26.1538417185439
1961,"4421",105413.90004921,25.7343398856701
1961,"4429",149162.05988884,24.5159764249718
1961,"4430",145439.459928513,24.3138441927842
1961,"45003",62550.2200212479,28.5647072209472
1961,"45005",57769.7099947929,28.467050402461
1961,"45007",54740.2599682808,28.41484848297
1961,"45009",44085.7800209522,28.7055602747168
1961,"4501",43567.2199687958,28.5777685806443
1961,"45011",35803.4699892998,28.9782490730286
1961,"45014",59012.1599984169,27.4231807789866
1961,"45016",45638.739988327,26.5204845247059
1961,"45018",46817.0700047016,27.5104939900167
1961,"45020",36887.449972868,28.5765927967272
1961,"45021",35252.1300008297,28.7240603603508
1961,"45022",44000.2600250244,26.7751285437996
1961,"45026",34410.009978056,26.6822606502695
1961,"45043",44586.3100180626,26.5980444556342
1961,"4508",54349.870051384,27.7359649153695
1961,"45103",57367.6900277138,27.8353581450421
1961,"45105",52235.1799740791,28.1832914236982
1961,"45107",51098.130007267,27.9157291759144
1961,"45109",41324.2699944973,28.8890635181369
1961,"4511",42089.9600200653,28.8705284433959
1961,"45111",33454.4499769211,29.5082535184045
1961,"45116",49967.9699730873,27.7639614832833
1961,"45118",42342.9099898338,27.4183310770394
1961,"4512",33649.2399892807,29.6488229676155
1961,"45120",41616.0599832535,26.507929632026
1961,"45121",33070.0699994564,28.4864091763551
1961,"45124",44636.449985981,26.5707955695258
1961,"45142",54838.48005867,26.4134230898228
1961,"45203",68614.6899499893,28.7186119004469
1961,"45205",54365.4799766541,28.2492311560823
1961,"45207",45015.0600161552,28.5240056414979
1961,"45209",40394.2599663734,29.1887505930137
1961,"45211",35995.6099851131,29.2472543460862
1961,"45214",48658.2699785233,26.3756253217452
1961,"45216",47827.8000221252,28.119043662411
1961,"45218",45918.6500382423,27.5769843431687
1961,"45220",38409.2899794579,26.6404489884841
1961,"45242",55224.4400472641,26.3981416613657
1961,"45305",51893.8999752998,28.1206060627402
1961,"45307",45761.9399867058,28.5260605765389
1961,"45309",45603.0699939728,28.1842850302205
1961,"45311",36389.3499865532,29.2373044663967
1961,"45314",58087.9500069618,27.4430084722415
1961,"45320",44566.9099855423,27.2983653868511
1961,"45403",62504.6200361252,28.596851849556
1961,"45414",54678.4599704742,26.6263569237951
1961,"45514",62047.2700681686,26.1730929939114
1961,"45614",47135.7499732971,26.3813260614354
1961,"4604",78970.8799552917,26.6384946369244
1961,"4608",64161.7999448776,27.2099092998202
1961,"4612",34403.1999998093,29.4909052293518
1961,"4712",34053.3700027466,29.5265623475206
1961,"4812",62450.6199827194,26.9900660495934
1961,"4928",151606.439950943,24.6362944443023
1961,"79001",31659.8599684238,28.7472471824746
1961,"79002",35887.6599700451,28.5086731946224
1961,"79003",35339.6199864149,28.8916619779015
1961,"79004",35699.7900078297,28.7205314725151
1961,"79005",34391.2700088024,28.7092396926703
1961,"79006",34024.1099894047,29.0966993798269
1961,"79007",44416.8499794006,29.1312476793925
1961,"79009",51238.5800089836,27.8872445671304
1961,"79010",25698.2799954414,27.9382162300316
1961,"79011",23959.479993701,28.1526947116506
1961,"79012",29855.8500157595,28.2593305859747
1961,"79013",35948.880038023,29.042589583797
1961,"79014",36473.7100094557,29.0537713140098
1961,"79015",37529.2399517298,28.8346431873463
1961,"79016",43297.7599892616,28.3241082077341
1961,"79017",40589.2799580097,29.3070697361144
1961,"79019",29052.4699952602,27.5584977900187
1961,"79020",28629.7699978352,27.4769381364823
1961,"79021",29788.4600279331,27.3388754646411
1961,"79022",35351.7800207138,27.5175087769826
1961,"79023",40651.4499841928,28.7322955898412
1961,"79024",42827.8299540281,28.2402677557289
1961,"79025",45952.5400221348,28.6494547089885
1961,"79026",45408.8500006199,29.1835309840063
1961,"79027",61521.240019083,27.786376030106
1961,"79028",46634.0200190544,25.8976794740074
1961,"79029",36225.4400129318,26.5853254927529
1961,"79030",36764.8700084686,27.1655700515933
1961,"79031",45736.7699799538,27.27184369527
1961,"79032",58584.4799337387,26.8978019613412
1961,"79033",65070.9799835682,27.5223093743418
1961,"79034",80275.9599189758,26.8128793768382
1961,"79035",92537.6699624062,26.5958096416319
1961,"79037",38362.080010891,26.4469479660854
1961,"79039",47820.9599928856,26.6113231487452
1961,"79042",95204.4299497604,25.0531278838152
1961,"79043",96091.4499330521,25.7424525852903
1961,"79102",33116.3400071859,27.6563985430417
1961,"79103",35079.3899806738,29.0795450476219
1961,"79104",36132.3799929619,28.7295692859964
1961,"79105",34570.8499627113,28.547726866934
1961,"79106",34340.2600347996,29.0353314758006
1961,"79107",45066.9400067329,29.1632297348841
1961,"79108",52866.510055542,28.4022456713255
1961,"79109",49856.9099502563,27.0968018618497
1961,"79111",23316.7500040531,28.1408798226424
1961,"79112",31325.0599861145,28.8471104863943
1961,"79113",33072.2900015712,28.563392215017
1961,"79114",35975.4200077057,29.1784594315883
1961,"79115",34440.9400148392,28.7318072787294
1961,"79116",36657.6000049114,28.6719669969953
1961,"79117",44849.7500050068,29.1835402591749
1961,"79118",43625.2499904633,28.9655345207837
1961,"79120",26378.8800036907,27.5504768349483
1961,"79121",28070.0600192547,27.5326999028524
1961,"79122",36099.6100310087,28.2240348514219
1961,"79123",42921.2800006866,28.0145993614788
1961,"79124",41872.9900150299,28.8984639022982
1961,"79125",41619.3800625801,28.8282512092506
1961,"79126",62244.6100125313,27.9919035058273
1961,"79127",53218.2499988079,28.0733288775153
1961,"79128",41016.3699874878,26.004969810163
1961,"79129",37173.0299868584,26.0903645522065
1961,"79130",38355.4400091171,26.4057815128452
1961,"79131",45984.5100212097,26.7767728396535
1961,"79132",47638.53997159,27.9692267446655
1961,"79133",51949.4199724197,28.414726961435
1961,"79134",70469.8099923134,27.5846989624995
1961,"79135",96439.0301494598,26.5506252718157
1961,"79141",70606.7600545883,25.1334478315203
1961,"79142",81528.3800106049,26.4198687132109
1961,"79143",103124.679927826,25.100096682933
1961,"79204",35012.4599840641,28.8401722535075
1961,"79209",48918.1699848175,28.3155524626637
1961,"79210",25735.4199972153,27.936104375931
1961,"79211",24123.7699735165,28.1484284055406
1961,"79213",35871.1700344086,28.9640670332356
1961,"79217",41404.4899772406,29.3187730924256
1961,"79221",30675.5000216961,27.2910977226982
1961,"79222",35673.2099897861,27.701473681132
1961,"79225",45895.7500257492,28.6453835985227
1961,"79227",62366.3799965382,27.724920619312
1961,"79229",35939.5700058937,26.6208932332224
1961,"79230",37036.0300040245,26.9672751030887
1961,"79243",103939.380010605,25.4421288008871
1961,"79309",46889.8199791908,28.8638088687745
1961,"79402",41629.1999716759,29.2874182960232
1961,"79403",48775.0300316811,29.2015727692367
1961,"79404",49975.2399921417,27.6692085639059
1961,"79405",44843.7600336075,29.120023597023
1961,"79406",52654.3500447273,28.588511738307
1961,"79407",50088.3099880219,28.6491328908569
1961,"79408",40617.2799999714,29.2285897775447
1961,"79417",38378.6499638557,29.0451763235575
1961,"79418",34092.7000021935,28.9473042700473
1961,"79420",42371.3699913025,28.6808108071571
1961,"79424",37891.5700354576,28.6913088922915
1962,"4001",79483.1199512482,25.1653249903531
1962,"4002",71742.3300132751,25.348015726414
1962,"4003",75191.4999656677,22.7220056858488
1962,"4004",68576.549987793,23.5008054063751
1962,"4006",109060.980020523,24.9603663452714
1962,"4007",76462.8499984741,24.6573972719445
1962,"4008",74303.1200428009,24.5863374658627
1962,"4009",73469.6300115585,23.5778825356878
1962,"4011",126398.370065689,23.787050429331
1962,"4012",126038.43996048,23.7759964229594
1962,"4013",138852.739963531,22.9041479531493
1962,"4018",178332.580001831,22.3567404597998
1962,"4019",184718.950077057,22.0295866069014
1962,"4020",168798.740009308,22.0581370065766
1962,"4021",156739.299949646,21.9770936720771
1962,"4022",179616.600135803,20.8717321284362
1962,"4026",213227.380039215,21.2850251245738
1962,"4027",223437.309902191,21.079757421598
1962,"4028",203128.579967499,20.6427988235397
1962,"4029",192140.660018921,20.7738035998144
1962,"4030",194585.429931641,20.8568607442993
1962,"4060",195368.409942627,20.8574779176973
1962,"4081",81071.6799697876,24.9665134699121
1962,"4101",84689.3100528717,24.6478996616655
1962,"4102",69335.3899812698,25.0513714551371
1962,"4103",66711.9199752808,24.7843454090002
1962,"4104",64119.96002388,23.8373842831011
1962,"4106",92813.470079422,25.2396367785574
1962,"4107",96879.25,24.6779991199869
1962,"4108",74205.5200233459,24.586301382927
1962,"4109",80934.9199905396,22.9668214942154
1962,"4110",92224.940032959,22.1558503460181
1962,"4111",155542.26002121,23.4597745359102
1962,"4112",169157.079948425,22.810740723181
1962,"4113",155108.62997818,22.5197880725987
1962,"4114",125023.800067902,21.8658922999288
1962,"4115",146399.409896851,21.3880353258146
1962,"4118",184423.770053864,22.3187415088926
1962,"4119",189904.079914093,21.7138981727336
1962,"4120",186167.109901428,21.8931529390853
1962,"4121",188566.17023468,20.8764910031918
1962,"4122",190974.790023804,20.6829523763615
1962,"4126",193594.89005661,21.8540084838867
1962,"4127",206118.820140839,21.2568908875364
1962,"4128",193512.279930115,21.3121626290833
1962,"4129",199644.949932098,20.5912489532921
1962,"4130",201526.819969177,20.799034976276
1962,"4201",102882.270084381,22.7211764813805
1962,"4202",77403.5399866104,25.125977497843
1962,"4203",76782.0999355316,23.8317016228096
1962,"4204",82609.269985199,21.2071737222269
1962,"4206",78458.9300518036,25.4596229930308
1962,"4207",69229.0399188995,25.08890884006
1962,"4208",65761.6900558472,24.1978145271841
1962,"4209",75205.9200267792,23.2996493775554
1962,"4211",132907.23008728,23.935796524041
1962,"4212",169642.680034637,22.4630867384017
1962,"4213",96184.769990921,24.0548586650727
1962,"4214",112130.86000824,22.3072459786971
1962,"4218",169540.739795685,22.9622797867177
1962,"4219",182594.959999084,22.0601078048252
1962,"4220",176406.189994812,21.6754150480865
1962,"4221",177249.939971924,21.2501942893178
1962,"4222",187054.340003967,20.8353220803161
1962,"4226",190456.630119324,22.0222789049149
1962,"4227",228159.69021225,20.9324989564293
1962,"4228",209096.279914856,21.0189653889159
1962,"4229",191782.019908905,20.8553128955008
1962,"4301",86155.5699586868,24.4562570005378
1962,"4302",73724.2700338364,25.1779831860468
1962,"4303",74307.8098993301,24.2838389409169
1962,"4304",76311.190071106,21.9369650469515
1962,"4306",94997.500120163,25.0333424536431
1962,"4307",93053.6000576019,24.648780495386
1962,"4308",76687.3300228119,24.0872017979352
1962,"4309",66954.440032959,23.6664548736909
1962,"4311",130286.680030823,23.6711751530488
1962,"4312",142647.650016785,23.2796981953749
1962,"4313",114777.370063782,23.1859848401551
1962,"4314",112198.980106354,23.3226835966429
1962,"4318",169989.099941254,22.7575305444408
1962,"4319",180999.790042877,21.819584967737
1962,"4320",191592.689891815,21.5849552105697
1962,"4321",172532.370018005,21.6958085496449
1962,"4322",186530.960021973,20.8154454701675
1962,"4326",220758.200302124,21.1194492687597
1962,"4327",215092.11000061,21.2271914285937
1962,"4328",195535.860023499,20.9524458478211
1962,"4329",192788.829978943,20.9028231124489
1962,"4330",197187.219894409,20.7390518236703
1962,"4401",86155.5699586868,24.4562570005378
1962,"4407",76520.2199993134,24.650337910761
1962,"4408",83795.2800140381,24.4931526580369
1962,"4411",99654.969953537,24.9844504640632
1962,"4412",141649.619968414,23.3645009025533
1962,"4413",76954.3799915314,23.4127683495847
1962,"4414",125918.190010071,22.7026259838006
1962,"4421",153921.329982758,22.0446274410406
1962,"4429",200158.489948273,20.5852399040954
1962,"4430",203449.680015564,20.3952022079916
1962,"45003",160491.500034332,24.9948731937294
1962,"45005",163797.32006073,24.8109986000572
1962,"45007",146888.050098419,24.435648667993
1962,"45009",173818.690029144,24.6053060344833
1962,"4501",70575.159907341,25.0412993549315
1962,"45011",173192.670097351,24.4947986843881
1962,"45014",201408.149894714,24.2067129017851
1962,"45016",172899.720088959,23.247752348368
1962,"45018",172826.580070496,23.613818130775
1962,"45020",166511.249843597,24.4495290824911
1962,"45021",163951.849884033,24.5626291825339
1962,"45022",168278.210067749,23.6086435952085
1962,"45026",153130.909984589,23.2858067370476
1962,"45043",177170.21005249,23.3912089089288
1962,"4508",87593.4999790192,24.2893387206331
1962,"45103",193700.450145721,24.4665151329846
1962,"45105",158578.240070343,24.2967085651845
1962,"45107",166538.329998016,23.8968655376723
1962,"45109",177319.100040436,24.7068381966072
1962,"4511",102688.139993668,24.955781393904
1962,"45111",169988.250003815,24.7884647852938
1962,"45116",176070.249881744,24.1917652723058
